ClientID,Nom,Ville,DateInscription,TotalTransactions,TotalDepense
CLT_1417,Aissatou Traoré,Nzérékoré,2023-05-25,89,171680
CLT_1418,Fanta Camara,Conakry,2023-09-22,83,364336
CLT_1419,Alpha Condé,Labé,2021-12-07,37,12651
CLT_1420,Saran Diallo,Conakry,2022-08-18,104,100079
CLT_1421,Ousmane Touré,Kankan,2020-03-21,126,337345
CLT_1422,Thierno Traoré,Kankan,2021-05-16,52,64004
CLT_1423,Mory Bangoura,Nzérékoré,2021-10-26,157,407232
CLT_1424,Mariama Condé,Nzérékoré,2020-08-11,112,111686
CLT_1425,Salematou Soumah,Kindia,2021-12-02,120,399239
CLT_1426,Mamadou Cissé,Kankan,2020-01-28,187,303206
CLT_1427,Kemo Cissé,Kankan,2022-12-01,193,375725
CLT_1428,Ibrahima Condé,Conakry,2023-02-06,118,307443
CLT_1429,Kemo Keita,Nzérékoré,2023-09-25,180,148869
CLT_1430,Binta Doumbouya,Labé,2020-10-30,18,324541
CLT_1431,Thierno Soumah,Kindia,2021-01-08,113,108850
CLT_1432,Salematou Condé,Kindia,2021-12-28,99,115225
CLT_1433,Fanta Condé,Kindia,2021-09-28,90,450076
CLT_1434,Thierno Condé,Kindia,2023-05-25,44,334334
CLT_1435,Lamine Traoré,Nzérékoré,2020-01-25,33,164701
CLT_1436,Mory Cissé,Labé,2021-11-27,51,337794
CLT_1437,Mamadou Touré,Conakry,2021-10-18,181,199156
CLT_1438,Kadiatou Baldé,Kindia,2023-05-20,94,140556
CLT_1439,Fanta Cissé,Nzérékoré,2023-04-29,43,149323
CLT_1440,Fatoumata Camara,Nzérékoré,2020-01-17,191,24810
CLT_1441,Mariama Touré,Conakry,2023-10-07,126,460047
CLT_1442,Saran Barry,Labé,2021-02-04,127,428986
CLT_1443,Mariama Cissé,Labé,2023-04-30,78,438530
CLT_1444,Aissatou Diallo,Conakry,2022-11-09,33,131473
CLT_1445,Alpha Baldé,Conakry,2022-11-22,156,220119
CLT_1446,Fatoumata Camara,Kankan,2022-04-25,130,435587
CLT_1447,Kemo Condé,Nzérékoré,2021-06-17,155,238689
CLT_1448,Abdoulaye Camara,Kindia,2020-10-31,176,297590
CLT_1449,Salematou Sylla,Kankan,2023-05-03,174,498107
CLT_1450,Aissatou Touré,Conakry,2021-10-15,68,277556
CLT_1451,Alpha Camara,Nzérékoré,2022-01-13,164,440629
CLT_1452,Alpha Soumah,Kindia,2020-02-20,38,343539
CLT_1453,Sekou Doumbouya,Kankan,2020-10-01,180,265961
CLT_1454,Alpha Sylla,Kindia,2020-12-27,148,74190
CLT_1455,Binta Soumah,Labé,2021-07-16,88,201149
CLT_1456,Saran Touré,Labé,2020-08-14,21,242787
CLT_1457,Mory Barry,Kankan,2021-09-17,99,277000
CLT_1458,Mamadou Soumah,Conakry,2023-07-17,139,21447
CLT_1459,Ibrahima Keita,Conakry,2023-05-08,73,285607
CLT_1460,Fanta Camara,Conakry,2021-12-06,174,98165
CLT_1461,Alpha Traoré,Kindia,2021-12-16,78,164895
CLT_1462,Nene Bah,Conakry,2021-01-04,151,103866
CLT_1463,Fatoumata Diallo,Conakry,2020-09-14,14,456524
CLT_1464,Salematou Touré,Kindia,2023-07-11,72,462914
CLT_1465,Lamine Diallo,Kindia,2022-05-12,40,445967
CLT_1466,Saran Traoré,Conakry,2021-05-19,82,461583
CLT_1467,Moussa Sow,Kindia,2020-12-10,47,36976
CLT_1468,Saran Sow,Conakry,2023-10-24,16,368859
CLT_1469,Thierno Diallo,Kindia,2022-08-05,143,38306
CLT_1470,Mariama Keita,Conakry,2023-01-10,40,387893
CLT_1471,Abdoulaye Condé,Kankan,2021-04-12,122,62577
CLT_1472,Nene Cissé,Nzérékoré,2020-03-19,45,462963
CLT_1473,Thierno Bangoura,Kankan,2023-04-30,156,16876
CLT_1474,Kemo Diallo,Conakry,2022-06-15,163,470240
CLT_1475,Thierno Barry,Kankan,2020-10-02,151,266380
CLT_1476,Salematou Soumah,Conakry,2021-06-20,167,321523
CLT_1477,Ibrahima Bah,Labé,2020-10-29,199,145403
CLT_1478,Nene Traoré,Kindia,2020-11-15,26,215383
CLT_1479,Fanta Traoré,Nzérékoré,2021-05-04,110,201428
CLT_1480,Sekou Condé,Kindia,2022-04-21,84,470278
CLT_1481,Ibrahima Diallo,Kindia,2023-02-23,118,249451
CLT_1482,Binta Diallo,Labé,2021-02-12,65,453772
CLT_1483,Kadiatou Touré,Kankan,2022-04-28,198,83350
CLT_1484,Fatoumata Diallo,Nzérékoré,2020-07-28,18,164775
CLT_1485,Nene Touré,Kankan,2023-10-03,122,306171
CLT_1486,Alpha Bah,Labé,2021-01-06,190,204269
CLT_1487,Abdoulaye Touré,Kankan,2023-10-26,194,151416
CLT_1488,Sekou Doumbouya,Kankan,2020-08-25,63,96466
CLT_1489,Mamadou Traoré,Nzérékoré,2022-07-03,149,125323
CLT_1490,Moussa Baldé,Kankan,2022-02-10,191,10515
CLT_1491,Alpha Diallo,Conakry,2020-10-29,139,206684
CLT_1492,Mariama Sylla,Conakry,2020-08-16,144,410318
CLT_1493,Sekou Soumah,Kindia,2021-07-28,147,256812
CLT_1494,Saran Soumah,Conakry,2023-01-25,106,253399
CLT_1495,Sekou Camara,Kindia,2021-05-31,180,221480
CLT_1496,Fatoumata Camara,Nzérékoré,2021-09-09,25,270153
CLT_1497,Thierno Bangoura,Kankan,2020-08-12,45,327390
CLT_1498,Abdoulaye Diallo,Conakry,2020-05-15,40,370600
CLT_1499,Kadiatou Camara,Nzérékoré,2023-10-06,61,384869
CLT_1500,Kadiatou Sylla,Nzérékoré,2023-10-25,187,127547
CLT_1501,Thierno Barry,Labé,2022-07-27,130,154115
CLT_1502,Mamadou Traoré,Kindia,2023-10-27,107,199817
CLT_1503,Mamadou Traoré,Kindia,2020-01-18,182,185432
CLT_1504,Lamine Doumbouya,Nzérékoré,2021-06-10,139,34904
CLT_1505,Mariama Camara,Labé,2020-09-29,164,306199
CLT_1506,Kemo Baldé,Kankan,2022-01-03,82,46461
CLT_1507,Lamine Touré,Kankan,2023-01-14,184,106368
CLT_1508,Mory Diallo,Conakry,2023-03-23,183,478386
CLT_1509,Mory Diallo,Labé,2020-01-09,176,320583
CLT_1510,Abdoulaye Condé,Kindia,2022-10-22,168,20285
CLT_1511,Fatoumata Bangoura,Nzérékoré,2021-05-06,199,223376
CLT_1512,Alpha Sow,Kankan,2022-08-25,169,73308
CLT_1513,Mory Bangoura,Nzérékoré,2023-10-15,199,202106
CLT_1514,Lamine Barry,Conakry,2023-05-21,67,459809
CLT_1515,Abdoulaye Sow,Nzérékoré,2020-08-13,36,275682
CLT_1516,Mamadou Cissé,Nzérékoré,2023-02-27,155,412350
CLT_1517,Mamadou Sow,Conakry,2020-09-08,169,7698
CLT_1518,Salematou Baldé,Kankan,2021-04-28,19,369354
CLT_1519,Ibrahima Traoré,Conakry,2022-10-21,135,82832
CLT_1520,Salematou Sow,Nzérékoré,2021-06-27,81,244607
CLT_1521,Fanta Bah,Nzérékoré,2020-04-04,189,309404
CLT_1522,Fatoumata Diallo,Nzérékoré,2022-07-10,121,88399
CLT_1523,Kemo Baldé,Labé,2020-11-20,156,357329
CLT_1524,Mamadou Sylla,Labé,2023-12-13,154,42670
CLT_1525,Mamadou Barry,Kankan,2020-04-13,188,359143
CLT_1526,Mamadou Baldé,Kindia,2020-05-22,153,296022
CLT_1527,Binta Sow,Kindia,2023-07-08,60,71642
CLT_1528,Fanta Baldé,Nzérékoré,2020-06-20,190,414961
CLT_1529,Binta Camara,Kindia,2020-09-30,10,222587
CLT_1530,Aissatou Soumah,Kankan,2022-06-28,173,241462
CLT_1531,Kadiatou Bangoura,Conakry,2022-12-12,25,342292
CLT_1532,Saran Traoré,Kindia,2023-11-23,103,18484
CLT_1533,Lamine Keita,Kankan,2020-07-11,178,343306
CLT_1534,Binta Camara,Conakry,2022-09-27,24,367243
CLT_1535,Fatoumata Touré,Labé,2023-12-23,31,139139
CLT_1536,Ibrahima Sylla,Kankan,2020-04-17,83,441613
CLT_1537,Ousmane Sow,Kindia,2023-09-27,53,382556
CLT_1538,Fanta Camara,Conakry,2022-10-31,150,96702
CLT_1539,Ibrahima Soumah,Kankan,2022-05-05,168,234484
CLT_1540,Ibrahima Condé,Conakry,2021-05-13,120,268332
CLT_1541,Binta Touré,Nzérékoré,2020-09-28,116,176434
CLT_1542,Alpha Camara,Conakry,2020-02-19,115,180628
CLT_1543,Sekou Camara,Labé,2021-05-06,39,279455
CLT_1544,Saran Baldé,Conakry,2021-04-13,185,222301
CLT_1545,Abdoulaye Cissé,Labé,2022-07-28,130,490037
CLT_1546,Alpha Traoré,Nzérékoré,2023-12-10,9,63187
CLT_1547,Binta Traoré,Kindia,2022-10-27,19,446833
CLT_1548,Fatoumata Condé,Conakry,2023-07-23,63,392027
CLT_1549,Mory Baldé,Kankan,2020-04-15,44,179656
CLT_1550,Mariama Soumah,Labé,2021-07-09,11,249373
CLT_1551,Alpha Soumah,Conakry,2020-12-09,24,358823
CLT_1552,Nene Soumah,Conakry,2020-06-12,150,154988
CLT_1553,Mory Doumbouya,Conakry,2021-11-03,73,450521
CLT_1554,Saran Soumah,Conakry,2022-12-01,131,87126
CLT_1555,Alpha Bangoura,Kankan,2023-12-24,76,198351
CLT_1556,Salematou Bah,Kankan,2021-12-09,27,356338
CLT_1557,Mariama Soumah,Kindia,2020-02-20,127,414137
CLT_1558,Ousmane Barry,Labé,2021-07-04,72,254773
CLT_1559,Mariama Soumah,Nzérékoré,2021-01-09,110,367252
CLT_1560,Ousmane Condé,Kankan,2023-12-15,174,83199
CLT_1561,Salematou Condé,Nzérékoré,2021-05-05,128,114790
CLT_1562,Ousmane Soumah,Labé,2021-07-02,105,260680
CLT_1563,Mory Condé,Nzérékoré,2020-08-20,43,469872
CLT_1564,Alpha Baldé,Kindia,2021-07-07,194,355004
CLT_1565,Abdoulaye Condé,Labé,2023-08-22,109,442700
CLT_1566,Mamadou Diallo,Labé,2023-06-02,134,96665
CLT_1567,Nene Baldé,Kankan,2021-01-06,146,70653
CLT_1568,Fatoumata Bangoura,Nzérékoré,2020-01-19,94,483829
CLT_1569,Ousmane Traoré,Kindia,2022-10-10,120,307119
CLT_1570,Nene Soumah,Conakry,2020-04-30,114,240883
CLT_1571,Thierno Sylla,Nzérékoré,2021-04-30,163,151253
CLT_1572,Kadiatou Barry,Kindia,2022-01-23,66,371921
CLT_1573,Salematou Keita,Conakry,2021-10-22,107,99517
CLT_1574,Thierno Diallo,Conakry,2021-11-07,172,236955
CLT_1575,Abdoulaye Keita,Nzérékoré,2020-07-17,150,199731
CLT_1576,Moussa Traoré,Kindia,2020-01-17,46,352078
CLT_1577,Abdoulaye Condé,Kankan,2022-11-10,169,260126
CLT_1578,Abdoulaye Cissé,Labé,2021-10-01,116,324945
CLT_1579,Abdoulaye Touré,Kankan,2023-07-20,42,99794
CLT_1580,Abdoulaye Soumah,Conakry,2022-05-12,48,16351
CLT_1581,Saran Traoré,Kankan,2023-12-25,73,374833
CLT_1582,Alpha Keita,Kindia,2022-03-27,110,62670
CLT_1583,Kadiatou Bangoura,Labé,2022-02-24,106,362982
CLT_1584,Aissatou Baldé,Conakry,2020-11-17,64,336883
CLT_1585,Mory Bangoura,Nzérékoré,2021-06-24,67,154006
CLT_1586,Salematou Keita,Conakry,2020-12-01,70,424840
CLT_1587,Binta Traoré,Conakry,2022-10-29,61,87103
CLT_1588,Kemo Diallo,Kankan,2023-06-15,125,219785
CLT_1589,Aissatou Traoré,Conakry,2022-10-16,78,9917
CLT_1590,Alpha Camara,Labé,2022-11-07,28,132102
CLT_1591,Binta Bangoura,Kankan,2023-05-22,24,51076
CLT_1592,Kemo Bah,Labé,2023-09-14,192,222103
CLT_1593,Mory Soumah,Nzérékoré,2021-03-12,10,388256
CLT_1594,Saran Condé,Kindia,2023-12-21,132,53653
CLT_1595,Binta Doumbouya,Conakry,2021-01-20,24,91777
CLT_1596,Fanta Baldé,Kindia,2023-07-19,199,294005
CLT_1597,Aissatou Touré,Labé,2023-06-20,135,249095
CLT_1598,Thierno Doumbouya,Labé,2020-04-30,50,459183
CLT_1599,Mariama Sylla,Nzérékoré,2022-01-13,149,463488
CLT_1600,Binta Sow,Nzérékoré,2023-01-21,73,107904
CLT_1601,Ibrahima Keita,Nzérékoré,2023-09-07,155,493522
CLT_1602,Ousmane Barry,Labé,2023-04-28,38,106733
CLT_1603,Aissatou Bah,Conakry,2021-01-03,55,439347
CLT_1604,Mory Camara,Kindia,2021-07-23,124,83506
CLT_1605,Nene Traoré,Nzérékoré,2023-07-03,170,439331
CLT_1606,Thierno Sow,Conakry,2021-07-06,54,303585
CLT_1607,Binta Diallo,Nzérékoré,2023-09-10,195,33024
CLT_1608,Thierno Sylla,Conakry,2021-05-17,158,62332
CLT_1609,Saran Sylla,Labé,2021-04-01,155,337467
CLT_1610,Mariama Sow,Labé,2023-01-16,109,457168
CLT_1611,Saran Baldé,Kindia,2022-06-02,136,373896
CLT_1612,Alpha Sylla,Nzérékoré,2021-01-21,132,325108
CLT_1613,Moussa Cissé,Kindia,2023-03-06,85,454258
CLT_1614,Binta Cissé,Labé,2020-10-20,46,254725
CLT_1615,Fanta Sow,Kankan,2023-04-11,37,56091
CLT_1616,Aissatou Condé,Kindia,2021-08-01,88,120010
CLT_1617,Sekou Camara,Nzérékoré,2023-04-05,175,237158
CLT_1618,Nene Sylla,Conakry,2020-03-25,119,346888
CLT_1619,Mamadou Bah,Conakry,2022-12-09,124,201413
CLT_1620,Alpha Bah,Kindia,2020-09-15,140,122551
CLT_1621,Alpha Sylla,Kindia,2023-01-24,173,70443
CLT_1622,Aissatou Sylla,Labé,2020-08-12,89,312033
CLT_1623,Moussa Bah,Labé,2021-04-28,32,337123
CLT_1624,Alpha Keita,Nzérékoré,2021-11-29,122,259364
CLT_1625,Aissatou Condé,Kindia,2022-04-12,152,304289
CLT_1626,Moussa Cissé,Labé,2021-06-22,155,451662
CLT_1627,Alpha Doumbouya,Nzérékoré,2020-08-14,105,414827
CLT_1628,Alpha Sylla,Labé,2023-09-10,86,386537
CLT_1629,Thierno Bangoura,Kindia,2020-04-23,108,152883
CLT_1630,Kemo Barry,Conakry,2023-08-23,197,199773
CLT_1631,Alpha Bangoura,Conakry,2022-08-14,149,456168
CLT_1632,Saran Diallo,Kankan,2020-02-27,189,280109
CLT_1633,Mariama Cissé,Nzérékoré,2020-05-02,41,236658
CLT_1634,Moussa Bangoura,Labé,2020-03-15,112,162601
CLT_1635,Thierno Bangoura,Labé,2020-10-21,178,387069
CLT_1636,Binta Touré,Conakry,2020-02-16,164,208114
CLT_1637,Lamine Doumbouya,Nzérékoré,2021-09-05,21,28531
CLT_1638,Aissatou Sylla,Kankan,2023-02-21,188,268331
CLT_1639,Mariama Sylla,Nzérékoré,2020-06-18,86,167962
CLT_1640,Aissatou Touré,Kankan,2023-05-11,124,383908
CLT_1641,Saran Cissé,Labé,2020-06-10,166,474982
CLT_1642,Thierno Baldé,Kindia,2021-07-12,104,154215
CLT_1643,Lamine Doumbouya,Conakry,2021-04-27,149,61161
CLT_1644,Ibrahima Barry,Kindia,2023-11-05,142,191406
CLT_1645,Nene Bah,Conakry,2023-03-17,19,180335
CLT_1646,Abdoulaye Bah,Conakry,2021-10-12,148,239901
CLT_1647,Alpha Doumbouya,Kindia,2021-02-05,152,24719
CLT_1648,Saran Cissé,Nzérékoré,2021-01-15,82,266422
CLT_1649,Salematou Bangoura,Nzérékoré,2023-03-21,51,223641
CLT_1650,Mory Bangoura,Labé,2023-01-24,169,171894
CLT_1651,Ousmane Condé,Conakry,2023-11-09,96,492322
CLT_1652,Mory Camara,Conakry,2022-12-05,83,135509
CLT_1653,Mory Sow,Nzérékoré,2020-12-16,166,146570
CLT_1654,Mory Camara,Kankan,2022-12-17,195,479337
CLT_1655,Nene Bangoura,Labé,2023-05-12,30,449269
CLT_1656,Mory Traoré,Kindia,2021-02-25,53,96946
CLT_1657,Alpha Doumbouya,Labé,2023-05-19,25,382228
CLT_1658,Saran Touré,Labé,2021-01-21,93,302887
CLT_1659,Ibrahima Sylla,Nzérékoré,2021-04-23,140,21390
CLT_1660,Saran Bangoura,Kankan,2020-04-08,191,182476
CLT_1661,Abdoulaye Barry,Kankan,2022-12-25,22,304726
CLT_1662,Lamine Bangoura,Kankan,2020-12-29,64,241003
CLT_1663,Saran Barry,Kankan,2020-11-05,44,323122
CLT_1664,Kadiatou Soumah,Kankan,2021-04-04,25,16226
CLT_1665,Ousmane Keita,Kindia,2022-05-08,45,393495
CLT_1666,Ousmane Doumbouya,Kankan,2023-07-20,186,425305
CLT_1667,Aissatou Camara,Labé,2022-06-21,122,326960
CLT_1668,Nene Keita,Kankan,2020-09-08,61,431082
CLT_1669,Mory Diallo,Conakry,2022-02-01,30,435679
CLT_1670,Mariama Keita,Labé,2022-12-08,77,51273
CLT_1671,Ibrahima Barry,Conakry,2022-11-05,113,133389
CLT_1672,Kadiatou Sylla,Conakry,2021-10-18,13,440545
CLT_1673,Ousmane Sow,Nzérékoré,2022-06-21,22,28652
CLT_1674,Ibrahima Sow,Nzérékoré,2021-02-11,187,73614
CLT_1675,Mory Sow,Kankan,2022-01-18,126,290074
CLT_1676,Alpha Diallo,Conakry,2022-05-17,181,402913
CLT_1677,Kemo Touré,Kankan,2022-01-04,156,324623
CLT_1678,Ousmane Diallo,Kindia,2023-09-20,118,314385
CLT_1679,Kemo Baldé,Kankan,2020-01-24,140,384392
CLT_1680,Aissatou Touré,Nzérékoré,2020-11-25,115,467294
CLT_1681,Salematou Barry,Kindia,2021-02-20,35,261741
CLT_1682,Mariama Diallo,Nzérékoré,2022-12-21,39,118323
CLT_1683,Binta Barry,Conakry,2021-06-07,172,270668
CLT_1684,Fatoumata Traoré,Kindia,2022-06-17,104,123314
CLT_1685,Ibrahima Baldé,Kindia,2022-02-14,145,9279
CLT_1686,Saran Bangoura,Kindia,2023-03-16,27,89266
CLT_1687,Kemo Doumbouya,Labé,2020-08-12,146,279386
CLT_1688,Mamadou Touré,Conakry,2022-05-04,159,165395
CLT_1689,Fatoumata Traoré,Kankan,2020-10-28,86,57367
CLT_1690,Mamadou Cissé,Kindia,2020-05-21,89,402786
CLT_1691,Alpha Barry,Conakry,2023-03-12,78,153893
CLT_1692,Thierno Cissé,Kankan,2022-06-23,96,461944
CLT_1693,Alpha Sylla,Kindia,2021-01-29,106,184698
CLT_1694,Saran Cissé,Kindia,2020-10-04,91,97051
CLT_1695,Salematou Sow,Nzérékoré,2022-07-13,94,222022
CLT_1696,Thierno Bah,Conakry,2022-06-09,116,239844
CLT_1697,Salematou Baldé,Labé,2022-01-07,52,363682
CLT_1698,Sekou Traoré,Nzérékoré,2023-12-03,181,115277
CLT_1699,Lamine Soumah,Labé,2022-09-11,25,295350
CLT_1700,Sekou Bangoura,Kankan,2022-05-29,149,484464
CLT_1701,Kemo Traoré,Kindia,2022-01-14,21,321156
CLT_1702,Ibrahima Bangoura,Conakry,2020-01-06,14,21333
CLT_1703,Fatoumata Bah,Labé,2023-08-31,116,72663
CLT_1704,Salematou Condé,Nzérékoré,2020-02-17,155,37858
CLT_1705,Mamadou Doumbouya,Nzérékoré,2021-11-26,170,254809
CLT_1706,Fatoumata Touré,Kankan,2023-01-13,11,427288
CLT_1707,Ousmane Sylla,Kindia,2022-09-27,93,63541
CLT_1708,Mariama Sow,Nzérékoré,2022-06-21,21,286462
CLT_1709,Saran Doumbouya,Conakry,2020-11-15,87,413888
CLT_1710,Fanta Sow,Nzérékoré,2020-02-14,77,434420
CLT_1711,Abdoulaye Camara,Nzérékoré,2020-12-12,91,18449
CLT_1712,Mory Condé,Kindia,2022-03-22,52,163022
CLT_1713,Sekou Keita,Kindia,2020-03-20,122,445581
CLT_1714,Kadiatou Soumah,Conakry,2021-07-10,14,348034
CLT_1715,Alpha Condé,Kankan,2021-01-27,36,412553
CLT_1716,Lamine Touré,Nzérékoré,2021-05-10,135,258685
CLT_1717,Thierno Traoré,Kindia,2023-10-04,125,141147
CLT_1718,Mory Touré,Nzérékoré,2021-06-09,19,83580
CLT_1719,Kemo Sylla,Labé,2023-08-08,19,28160
CLT_1720,Moussa Cissé,Conakry,2021-05-07,163,328240
CLT_1721,Kemo Cissé,Kankan,2022-05-06,78,393839
CLT_1722,Ousmane Bah,Kindia,2022-02-04,34,426241
CLT_1723,Kemo Diallo,Kankan,2023-02-06,115,383734
CLT_1724,Moussa Keita,Kindia,2023-07-05,82,104731
CLT_1725,Mory Sylla,Kindia,2023-06-08,152,106921
CLT_1726,Alpha Sow,Kankan,2022-03-12,169,62538
CLT_1727,Binta Cissé,Labé,2020-05-06,23,24678
CLT_1728,Moussa Traoré,Kankan,2021-07-09,90,107554
CLT_1729,Fatoumata Camara,Kankan,2022-09-06,170,60308
CLT_1730,Kemo Camara,Nzérékoré,2021-02-08,46,126695
CLT_1731,Lamine Touré,Kankan,2020-03-18,61,129905
CLT_1732,Mamadou Barry,Kankan,2020-10-04,21,231400
CLT_1733,Saran Soumah,Conakry,2023-01-30,30,386606
CLT_1734,Saran Condé,Conakry,2022-01-21,183,219173
CLT_1735,Aissatou Sylla,Conakry,2020-02-19,195,12078
CLT_1736,Sekou Baldé,Kankan,2021-02-05,78,379458
CLT_1737,Mamadou Diallo,Kankan,2022-06-14,70,493682
CLT_1738,Saran Traoré,Kindia,2022-07-27,17,485512
CLT_1739,Nene Soumah,Conakry,2021-06-05,147,327034
CLT_1740,Kemo Barry,Nzérékoré,2021-02-04,195,40381
CLT_1741,Fanta Soumah,Kindia,2022-12-18,168,187533
CLT_1742,Binta Soumah,Kindia,2022-05-26,36,478908
CLT_1743,Nene Bah,Kankan,2020-03-09,87,194185
CLT_1744,Kadiatou Soumah,Labé,2021-04-15,44,281419
CLT_1745,Ousmane Doumbouya,Kankan,2021-08-09,178,468976
CLT_1746,Kadiatou Sylla,Kankan,2020-05-01,18,133507
CLT_1747,Mory Sow,Labé,2021-05-21,113,80661
CLT_1748,Nene Soumah,Conakry,2023-11-11,25,379529
CLT_1749,Saran Cissé,Nzérékoré,2021-05-19,14,178914
CLT_1750,Abdoulaye Camara,Labé,2021-03-08,84,257167
CLT_1751,Saran Bah,Conakry,2023-01-29,93,57631
CLT_1752,Moussa Camara,Kindia,2021-02-08,128,271503
CLT_1753,Moussa Bah,Labé,2023-06-18,34,301026
CLT_1754,Ibrahima Camara,Kankan,2022-09-22,158,130843
CLT_1755,Lamine Traoré,Kankan,2020-12-26,82,493928
CLT_1756,Mariama Doumbouya,Conakry,2020-08-02,177,387527
CLT_1757,Moussa Cissé,Nzérékoré,2020-06-26,194,290865
CLT_1758,Alpha Doumbouya,Kankan,2022-11-20,94,190955
CLT_1759,Ousmane Barry,Labé,2021-01-01,120,312658
CLT_1760,Sekou Bah,Kankan,2023-08-17,70,188143
CLT_1761,Ibrahima Diallo,Kankan,2023-12-10,173,344809
CLT_1762,Kadiatou Soumah,Nzérékoré,2021-05-31,67,313483
CLT_1763,Aissatou Condé,Labé,2020-10-23,144,388970
CLT_1764,Alpha Camara,Nzérékoré,2023-10-09,59,132276
CLT_1765,Nene Keita,Kankan,2023-08-31,139,371267
CLT_1766,Salematou Sow,Nzérékoré,2021-11-10,125,449796
CLT_1767,Fatoumata Traoré,Kankan,2021-06-06,100,144953
CLT_1768,Thierno Camara,Kindia,2020-05-02,52,50523
CLT_1769,Saran Camara,Kindia,2022-01-22,86,217471
CLT_1770,Saran Diallo,Nzérékoré,2022-06-17,45,48227
CLT_1771,Salematou Traoré,Kankan,2021-02-26,195,389914
CLT_1772,Lamine Diallo,Conakry,2020-06-09,37,295826
CLT_1773,Mamadou Traoré,Labé,2023-05-23,32,285309
CLT_1774,Salematou Touré,Conakry,2022-04-21,76,35964
CLT_1775,Mamadou Barry,Conakry,2023-01-11,118,20111
CLT_1776,Kadiatou Baldé,Labé,2022-12-28,82,308916
CLT_1777,Aissatou Sylla,Conakry,2020-04-16,42,471366
CLT_1778,Mory Touré,Kankan,2022-04-14,108,421668
CLT_1779,Alpha Camara,Kindia,2020-04-08,171,187927
CLT_1780,Thierno Traoré,Conakry,2022-03-22,50,249601
CLT_1781,Kadiatou Condé,Kankan,2021-08-21,88,119271
CLT_1782,Thierno Camara,Conakry,2022-01-20,76,183356
CLT_1783,Alpha Doumbouya,Conakry,2021-11-15,196,216037
CLT_1784,Saran Barry,Labé,2022-08-29,163,436430
CLT_1785,Moussa Sylla,Conakry,2021-03-09,78,163222
CLT_1786,Saran Keita,Nzérékoré,2020-01-21,64,295012
CLT_1787,Fatoumata Cissé,Kindia,2022-01-14,69,472092
CLT_1788,Abdoulaye Camara,Nzérékoré,2020-10-08,79,430014
CLT_1789,Mory Keita,Conakry,2023-05-21,50,15685
CLT_1790,Binta Barry,Kankan,2023-04-11,58,262232
CLT_1791,Moussa Keita,Nzérékoré,2023-05-31,176,189662
CLT_1792,Mariama Bah,Kankan,2023-02-17,40,330665
CLT_1793,Mamadou Barry,Kankan,2021-01-24,170,29405
CLT_1794,Mamadou Camara,Conakry,2022-08-28,59,490910
CLT_1795,Mariama Keita,Nzérékoré,2022-02-03,48,137195
CLT_1796,Nene Sylla,Kankan,2021-07-29,52,412866
CLT_1797,Kemo Keita,Labé,2022-03-21,175,62292
CLT_1798,Thierno Bah,Nzérékoré,2021-07-08,17,165247
CLT_1799,Sekou Sow,Labé,2021-12-31,143,402716
CLT_1800,Alpha Cissé,Kindia,2020-06-02,98,179293
CLT_1801,Kadiatou Doumbouya,Kindia,2022-12-08,107,367993
CLT_1802,Mory Traoré,Kindia,2023-10-02,90,7828
CLT_1803,Moussa Barry,Kankan,2021-07-07,190,159507
CLT_1804,Fanta Bah,Nzérékoré,2021-12-16,42,234122
CLT_1805,Abdoulaye Touré,Conakry,2023-09-03,163,394068
CLT_1806,Binta Sylla,Nzérékoré,2020-10-06,96,172491
CLT_1807,Alpha Bah,Kindia,2023-06-12,172,284865
CLT_1808,Fatoumata Diallo,Conakry,2023-02-20,49,273340
CLT_1809,Nene Soumah,Labé,2021-01-08,40,433995
CLT_1810,Mory Bangoura,Kankan,2023-03-10,183,499255
CLT_1811,Salematou Doumbouya,Kankan,2021-12-18,110,159212
CLT_1812,Salematou Bah,Labé,2022-11-03,175,225418
CLT_1813,Kadiatou Barry,Conakry,2020-02-03,188,61551
CLT_1814,Mamadou Sow,Conakry,2021-05-24,192,364149
CLT_1815,Mariama Sow,Conakry,2020-11-23,151,131056
CLT_1816,Lamine Bah,Labé,2023-06-19,101,412404
CLT_1817,Mamadou Sylla,Nzérékoré,2021-05-06,37,258865
CLT_1818,Abdoulaye Condé,Labé,2020-11-05,43,372725
CLT_1819,Moussa Barry,Conakry,2020-04-21,105,309430
CLT_1820,Sekou Baldé,Conakry,2020-12-21,46,485357
CLT_1821,Abdoulaye Bangoura,Labé,2020-07-12,78,285501
CLT_1822,Lamine Barry,Labé,2023-12-01,143,301227
CLT_1823,Mariama Sow,Kindia,2023-10-13,103,494087
CLT_1824,Mory Diallo,Nzérékoré,2022-09-05,103,196283
CLT_1825,Thierno Sylla,Kindia,2021-10-13,153,282643
CLT_1826,Kemo Diallo,Kankan,2023-10-04,171,473200
CLT_1827,Lamine Cissé,Kankan,2022-10-07,136,227878
CLT_1828,Fanta Touré,Kindia,2021-09-26,181,18265
CLT_1829,Kemo Baldé,Kindia,2020-03-30,152,206458
CLT_1830,Thierno Sylla,Conakry,2021-03-27,170,375133
CLT_1831,Ibrahima Keita,Kankan,2020-02-17,140,81488
CLT_1832,Alpha Sow,Kindia,2022-12-19,28,162712
CLT_1833,Ibrahima Baldé,Conakry,2021-11-09,110,154046
